,bodyid,flywire_type,group,instance,soma_side,status,superclass,type,user,halfbrain_body,itolee_hl,old_type,birthtime,manc_bodyid,manc_group,manc_type,soma_neuromere,truman_hl,class,entry_nerve,root_side,assigned_ol_hex1,assigned_ol_hex2,hemibrain_type,notes,dimorphism,hemibrain_bodyid,exit_nerve,manc_serial,mcns_serial,subclass,fru_dsx,synonyms,serial_motif,matching_notes,flywire_id,location_type,cell_body_fiber,auto,cell_type,side,idx
73744,103556,CB1791c,,SMP217_L,L,Roughly traced,central,SMP217,takemuras,,SLPpl1,,,,,,,,,,,,,,,,,,,,,fru_low,pSP-b,,,,,,False,SMP217,left,20842.0
73747,162376,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,32049.0
73759,19203,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,1620.0
73760,63806,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,11938.0
73764,72271,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,13825.0
73766,520682,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,39586.0
73769,517543,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,38493.0
73770,80933,TmY3,15710.0,TmY3_L,L,Prelim Roughly traced,optic,TmY3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY3,left,15747.0
73784,136084,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,27977.0
73785,182569,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,33980.0
73786,551166,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,47337.0
73792,533868,CB3864,16753.0,Tm37_L,L,Primary Anchor,optic,Tm37,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm37,left,42800.0
73796,546541,MTe01a,14297.0,MeVP6_L,L,Prelim Roughly traced,visual_projection,MeVP6,,,,ME_VPN2,,,,,,,,,,,,MC66,,,,,,,,,,,,,,,False,MeVP6,left,46216.0
73804,29985,CB3820,17859.0,MeLo12_L,L,Primary Anchor,optic,MeLo12,takemuras,,,ML12,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo12,left,4174.0
73806,165770,Dm12,14116.0,Dm12_L,L,Prelim Roughly traced,optic,Dm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm12,left,32452.0
73814,549340,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,46783.0
73816,533611,LTe31,15593.0,LoVP48_L,L,Prelim Roughly traced,visual_projection,LoVP48,takemuras,,,LT107,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LoVP48,left,42713.0
73824,55378,,15056.0,Li14_L,L,Primary Anchor,optic,Li14,takemuras,,,,,,,,,,,,,,,Li14,,,,,,,,,,,,,,,False,Li14,left,10002.0
73825,12413,aMe17b,12240.0,aMe17b_L,L,Prelim Roughly traced,visual_centrifugal,aMe17b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,aMe17b,left,337.0
73828,114350,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,23318.0
73830,135462,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,27874.0
73831,68049,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,12899.0
73836,167715,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,32656.0
73847,116283,LC17,13253.0,LC17_L,L,Prelim Roughly traced,visual_projection,LC17,takemuras,,VPNv1,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,False,LC17,left,23755.0
73851,20527,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,1918.0
73856,130099,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,26778.0
73857,540256,Tm5a,17943.0,Tm5a_L,L,Primary Anchor,optic,Tm5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5a,left,44466.0
73861,111262,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,22579.0
73862,119005,Dm12,14116.0,Dm12_L,L,Prelim Roughly traced,optic,Dm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm12,left,24378.0
73863,139136,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,28538.0
73867,30689,MTe50,19351.0,MeVP11_L,L,Prelim Roughly traced,visual_projection,MeVP11,,,,ML_VPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeVP11,left,4323.0
73874,11473,LT61a,10714.0,LT61a_R,R,Roughly traced,visual_projection,LT61a,,,VLPl2_lateral,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LT61a,right,229.0
73878,166566,Mi13,17948.0,Mi13_L,L,Prelim Roughly traced,optic,Mi13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi13,left,32533.0
73891,197943,,,R8y_L,L,Primary Anchor,sensory,R8y,takemuras,,,,,,,,,,visual,,,,,,,,,,,,,,,,,,,,False,R8y,left,35264.0
73896,61342,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,11360.0
73901,132658,T1,12970.0,T1_L,L,Prelim Roughly traced,optic,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,27314.0
73910,145561,T5a,46342.0,T5a_L,L,Primary Anchor,optic,T5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5a,left,29681.0
73937,98506,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,19654.0
73940,137448,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,28230.0
73941,512604,Tm12,14735.0,Tm12_L,L,Primary Anchor,optic,Tm12,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm12,left,36899.0
73942,56986,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,10377.0
73945,25193,LC6,18842.0,LC6_L,L,Prelim Roughly traced,visual_projection,LC6,takemuras,,VPNd3,,,,,,,,,,,,,LC6,,,,,,,,,,,,,,,False,LC6,left,3018.0
73948,91246,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,18018.0
73953,115348,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,23549.0
73954,147396,LC22,11153.0,LC22_L,L,Prelim Roughly traced,visual_projection,LC22,takemuras,,VPNd1,,,,,,,,,,,,,LC22,,,,,,,,,,,,,,,False,LC22,left,29985.0
73956,80687,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,15697.0
73961,129418,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,26640.0
73966,75910,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,14640.0
73974,162298,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,32040.0
73981,147784,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,30058.0
73982,193549,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,34919.0
74001,172229,,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,33109.0
74007,517218,Mi14,17358.0,Mi14_L,L,Prelim Roughly traced,optic,Mi14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi14,left,38389.0
74017,579937,Li13,18399.0,Li13_L,L,Primary Anchor,optic,Li13,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li13,left,48422.0
74020,66041,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,12458.0
74021,97489,T2a,12245.0,T2a_L,L,Primary Anchor,optic,T2a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2a,left,19445.0
74025,72400,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,13852.0
74028,517066,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,38319.0
74029,544754,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,45722.0
74033,64143,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,12016.0
74037,16365,Pm2,13976.0,Pm2b_L,L,Prelim Roughly traced,optic,Pm2b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm2b,left,995.0
74040,30292,CB3847,13412.0,Pm10_L,L,Prelim Roughly traced,optic,Pm10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm10,left,4239.0
74042,121543,,21321.0,Mi16_L,L,Prelim Roughly traced,optic,Mi16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi16,left,24944.0
74048,546485,C3,12463.0,C3_L,L,Prelim Roughly traced,optic,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C3,left,46206.0
74050,124443,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,25543.0
74057,189999,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,34610.0
74059,72525,LC24,24777.0,LC24_L,L,Prelim Roughly traced,visual_projection,LC24,takemuras,,,,,,,,,,,,,,,LC24,,,,,,,,,,,,,,,False,LC24,left,13887.0
74067,114668,T1,12970.0,T1_L,L,Prelim Roughly traced,optic,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T1,left,23391.0
74069,35288,TmYem1,12701.0,TmY17_L,L,Primary Anchor,optic,TmY17,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY17,left,5376.0
74076,16810,TmY14,11899.0,TmY14_L,L,Prelim Roughly traced,visual_projection,TmY14,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY14,left,1078.0
74084,136232,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,28000.0
74085,201310,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,35508.0
74086,52072,TmY9,17030.0,TmY9b_L,L,Primary Anchor,optic,TmY9b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9b,left,9218.0
74088,90570,Tm4,15529.0,Tm4_L,L,Primary Anchor,optic,Tm4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm4,left,17879.0
74092,122915,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,25238.0
74093,28216,LLPC2,15528.0,LLPC2_L,L,Prelim Roughly traced,visual_projection,LLPC2,takemuras,,,,,,,,,,,,,,,"LLPC2a,LLPC2b,LLPC2c,LLPC2d",,,,,,,,,,,,,,,False,LLPC2,left,3746.0
74094,66026,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,12454.0
74097,147476,Dm10,19465.0,Dm10_L,L,Prelim Roughly traced,optic,Dm10,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm10,left,30000.0
74099,514586,,21718.0,Cm3_L,L,Primary Anchor,optic_tbc,Cm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm3,left,37412.0
74115,52636,Mi4,13579.0,Mi4_L,L,Primary Anchor,optic,Mi4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi4,left,9357.0
74117,192625,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,34842.0
74118,51386,L1,10465.0,L1_L,L,Prelim Roughly traced,optic,L1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L1,left,9061.0
74119,83858,MTe51,16797.0,MeVP1_L,L,Prelim Roughly traced,visual_projection,MeVP1,,,,ME_VPN1,,,,,,,,,,,,MC62,,,,,,,,,,,,,,,False,MeVP1,left,16400.0
74122,94880,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,18822.0
74128,591463,LC28a,28715.0,LC28_L,L,Prelim Roughly traced,visual_projection,LC28,,,,,,,,,,,,,,,,"LC28a,LC28b",,,,,,,,,,,,,,,False,LC28,left,48741.0
74134,39288,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,6235.0
74138,51515,LC12,11692.0,LC12_L,L,Prelim Roughly traced,visual_projection,LC12,takemuras,,,,,,,,,,,,,,,LC12,,,,,,,,,,,,,,,False,LC12,left,9092.0
74141,112230,Dm2,40824.0,Dm2_L,L,Primary Anchor,optic,Dm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm2,left,22795.0
74143,116666,T4c,16122.0,T4c_L,L,Primary Anchor,optic,T4c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4c,left,23834.0
74144,136110,Tm6,14760.0,Tm6_L,L,Primary Anchor,optic,Tm6,takemuras,,,Tm6/14,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm6,left,27979.0
74145,531845,T2,10182.0,T2_L,L,Primary Anchor,optic,T2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T2,left,42095.0
74156,74399,LPTe01,23753.0,LPT100_L,L,Prelim Roughly traced,visual_projection,LPT100,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPT100,left,14312.0
74167,70550,TmY9,15767.0,TmY9a_L,L,Primary Anchor,optic,TmY9a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY9a,left,13439.0
74175,200956,Mi2,12956.0,Mi2_L,L,Primary Anchor,optic,Mi2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi2,left,35487.0
74182,115196,T3,13918.0,T3_L,L,Primary Anchor,optic,T3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T3,left,23512.0
74183,150673,,31883.0,Tm35_L,L,Primary Anchor,optic,Tm35,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm35,left,30495.0
74184,20057,CB3834,16165.0,MeLo10_L,L,Primary Anchor,optic,MeLo10,takemuras,,,ML10,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo10,left,1820.0
74191,129454,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,26648.0
74192,46786,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,8061.0
74194,68496,MeTu4,14020.0,MeTu4a_L,L,Prelim Roughly traced,visual_projection,MeTu4a,,,,,,,,,,,,,,,,"MC61,MC64",,,,,,,,,,,,,,,False,MeTu4a,left,12997.0
74200,19509,LC14b,17399.0,LC14b_R,R,Roughly traced,optic,LC14b,,,VPNp1_lateral,,,,,,,,bilateral,,,,,,,,,,,,,,,,,,,,False,LC14b,right,1688.0
74215,47289,Mi1,12473.0,Mi1_L,L,Prelim Roughly traced,optic,Mi1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi1,left,8166.0
74220,136903,Dm11,11086.0,Dm11_L,L,Prelim Roughly traced,optic,Dm11,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm11,left,28123.0
74222,882274915,LC28a,28715.0,LC28_L,L,Prelim Roughly traced,visual_projection,LC28,,,,,,,,,,,,,,,,"LC28a,LC28b",,,,,,,,,,,,,,,False,LC28,left,48811.0
74225,58660,TmY5a,12709.0,TmY5a_L,L,Prelim Roughly traced,optic,TmY5a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY5a,left,10789.0
74230,153154,LLPC2,15528.0,LLPC2_L,L,Prelim Roughly traced,visual_projection,LLPC2,takemuras,,,,,,,,,,,,,,,"LLPC2a,LLPC2b,LLPC2c,LLPC2d",,,,,,,,,,,,,,,False,LLPC2,left,30844.0
74232,550215,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,46996.0
74239,164149,LCe02,35506.0,LC30_L,L,Prelim Roughly traced,visual_projection,LC30,,,,,,,,,,,,,,,,"LC25,LC26,LC26,LC25,LC24",,,,,,,,,,,,,,,False,LC30,left,32271.0
74244,541767,Dm20,14481.0,Dm20_L,L,Prelim Roughly traced,optic,Dm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm20,left,44675.0
74245,78216,L4,11062.0,L4_L,L,Prelim Roughly traced,optic,L4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L4,left,15163.0
74257,542870,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,45070.0
74263,214116,Mi15,16877.0,Mi15_L,L,Primary Anchor,optic,Mi15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi15,left,36204.0
74266,95663,T4c,16122.0,T4c_L,L,Primary Anchor,optic,T4c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4c,left,19005.0
74269,27667,Tm16,11000.0,Tm16_L,L,Prelim Roughly traced,optic,Tm16,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm16,left,3606.0
74270,39277,LCe06,25733.0,LoVP93_L,L,Prelim Roughly traced,visual_projection,LoVP93,takemuras,,VPNp1_lateral,LC53,,,,,,,,,,,,,,,,,,,,fru_low,pIP-b,,,,,,False,LoVP93,left,6234.0
74272,106208,T4d,22003.0,T4d_L,L,Primary Anchor,optic,T4d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4d,left,21433.0
74274,518901,T4a,13882.0,T4a_L,L,Primary Anchor,optic,T4a,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4a,left,39073.0
74275,531853,LC24,24777.0,LC24_L,L,Prelim Roughly traced,visual_projection,LC24,takemuras,,,,,,,,,,,,,,,LC24,,,,,,,,,,,,,,,False,LC24,left,42101.0
74283,529867,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,41390.0
74288,580609,T5c,26518.0,T5c_L,L,Primary Anchor,optic,T5c,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5c,left,48556.0
74295,534579,CB3836,12096.0,MeLo2_L,L,Prelim Roughly traced,optic,MeLo2,takemuras,,,ML2,,,,,,,,,,,,,,,,,,,,,,,,,,,False,MeLo2,left,43091.0
74298,170024,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,32895.0
74302,27023,LPLC2,11498.0,LPLC2_L,L,Prelim Roughly traced,visual_projection,LPLC2,takemuras,,VPNd1,,,,,,,,,,,,,LPLC2,,,,,,,,,,,,,,,False,LPLC2,left,3446.0
74305,526453,Dm15,14388.0,Dm15_L,L,Prelim Roughly traced,optic,Dm15,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Dm15,left,40748.0
74308,121574,L5,14999.0,L5_L,L,Primary Anchor,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,24952.0
74313,188978,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,34538.0
74314,64285,Tm2,10851.0,Tm2_L,L,Primary Anchor,optic,Tm2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm2,left,12053.0
74322,527594,LPC2,86548.0,LPC2_L,L,Prelim Roughly traced,visual_projection,LPC2,takemuras,,,,,,,,,,,,,,,LPC2,,,,,,,,,,,,,,,False,LPC2,left,41045.0
74325,534876,,18847.0,LPi3b_L,L,Prelim Roughly traced,optic,LPi3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi3b,left,43203.0
74333,197079,,52696.0,Cm1_L,L,Primary Anchor,optic,Cm1,takemuras,,,Mi25a,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Cm1,left,35192.0
74334,22960,Y3,10921.0,Y3_L,L,Prelim Roughly traced,optic,Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Y3,left,2483.0
74335,165076,TmY18,17497.0,TmY18_L,L,Primary Anchor,optic,TmY18,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY18,left,32363.0
74342,31888,,14358.0,LLPC1_L,L,Prelim Roughly traced,visual_projection,LLPC1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LLPC1,left,4586.0
74345,527629,,32794.0,LPi2e_L,L,Prelim Roughly traced,optic,LPi2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LPi2e,left,41050.0
74350,542611,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,44979.0
74354,40892,,16041.0,Pm5_L,L,Prelim Roughly traced,optic,Pm5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Pm5,left,6620.0
74371,32213,CB3830,14868.0,Li25_L,L,Primary Anchor,optic,Li25,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Li25,left,4652.0
74373,66119,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,12473.0
74375,544165,L5,14999.0,L5_L,L,Prelim Roughly traced,optic,L5,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,L5,left,45523.0
74382,131688,T5d,24740.0,T5d_L,L,Primary Anchor,optic,T5d,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5d,left,27107.0
74384,516528,Tm1,13979.0,Tm1_L,L,Prelim Roughly traced,optic,Tm1,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm1,left,38097.0
74391,186215,T4b,21218.0,T4b_L,L,Primary Anchor,optic,T4b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T4b,left,34308.0
74394,72670,Mi9,11461.0,Mi9_L,L,Primary Anchor,optic,Mi9,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Mi9,left,13919.0
74396,126399,T5b,14326.0,T5b_L,L,Primary Anchor,optic,T5b,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,T5b,left,25975.0
74402,59356,Tm3,13421.0,Tm3_L,L,Primary Anchor,optic,Tm3,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm3,left,10933.0
74406,53725,,13593.0,LC10d_L,L,Prelim Roughly traced,visual_projection,LC10d,phillipse,,VPNd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,LC10d,left,9606.0
74407,83153,Tm20,17795.0,Tm20_L,L,Primary Anchor,optic,Tm20,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm20,left,16266.0
74411,92778,C2,15627.0,C2_L,L,Prelim Roughly traced,optic,C2,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,C2,left,18338.0
74412,109039,TmY4,13292.0,TmY4_L,L,Primary Anchor,optic,TmY4,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,TmY4,left,22080.0
74415,59688,Tm5Y,11766.0,Tm5Y_L,L,Prelim Roughly traced,optic,Tm5Y,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Tm5Y,left,10998.0
74419,109059,,41912.0,Lai_L,L,Primary Anchor,optic,Lai,takemuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,Lai,left,22088.0
